Attrition,Age,MonthlyIncome,DistanceFromHome,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,YearsSinceLastPromotion,NumCompaniesWorked,JobLevel,JobInvolvement,JobSatisfaction,PerformanceRating,StockOptionLevel,JobRole,OverTime,BusinessTravel,Department,MaritalStatus,EducationField
Yes,28,2561,2,8,0,0,0,0,7,1,2,1,3,0,Laboratory Technician,No,Travel_Frequently,Research & Development,Single,Medical
No,28,1563,1,1,1,0,0,0,1,1,2,3,3,1,Research Scientist,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,28,4898,7,5,4,2,3,1,0,2,3,1,3,0,Sales Executive,No,Travel_Frequently,Sales,Single,Life Sciences
No,49,4789,3,10,3,2,2,1,4,2,2,1,4,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Medical
No,29,3180,2,4,3,2,2,0,0,1,3,2,3,3,Laboratory Technician,No,Travel_Frequently,Research & Development,Married,Life Sciences
No,28,6549,29,8,8,6,7,1,1,2,1,2,3,2,Manufacturing Director,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,33,6388,8,14,0,0,0,0,2,2,3,3,3,0,Healthcare Representative,Yes,Travel_Rarely,Research & Development,Single,Life Sciences
No,32,11244,10,10,5,2,0,0,2,3,3,4,4,0,Manager,No,Travel_Rarely,Research & Development,Single,Medical
No,54,16032,11,26,14,9,12,1,3,4,3,4,4,1,Manager,No,Travel_Frequently,Research & Development,Divorced,Medical
Yes,29,2362,1,11,9,7,7,0,6,1,2,1,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Technical Degree
No,44,16328,28,24,20,6,17,14,3,4,3,1,3,1,Research Director,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,39,8376,6,9,2,0,2,2,4,3,3,2,3,0,Manufacturing Director,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,46,16606,3,23,13,12,1,5,8,4,3,2,3,1,Manager,No,Travel_Rarely,Sales,Married,Life Sciences
No,35,8606,16,11,11,8,3,3,1,3,2,2,3,0,Healthcare Representative,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,23,2272,20,5,4,3,2,1,0,2,3,3,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Single,Life Sciences
Yes,40,2018,9,15,5,4,0,1,3,1,3,1,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,34,7083,1,10,10,9,6,8,1,3,2,3,3,0,Sales Executive,Yes,Travel_Rarely,Sales,Married,Technical Degree
Yes,31,4084,3,7,7,2,7,7,1,1,3,3,3,0,Research Scientist,No,Travel_Frequently,Research & Development,Single,Life Sciences
No,50,14411,22,32,32,6,9,13,1,4,1,4,3,0,Research Director,Yes,Travel_Frequently,Research & Development,Single,Medical
No,34,2308,7,12,11,10,7,5,0,1,3,3,4,1,Sales Representative,Yes,Travel_Rarely,Sales,Married,Technical Degree
No,42,4841,2,4,1,0,0,0,4,1,2,2,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Medical
No,37,4285,13,10,10,8,7,3,1,2,3,4,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Married,Medical
No,29,9715,8,9,7,7,7,0,3,2,1,1,3,1,Healthcare Representative,No,Travel_Rarely,Research & Development,Married,Other
No,33,4320,25,5,5,3,2,0,1,2,2,2,3,0,Manufacturing Director,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,45,2132,28,8,5,4,3,0,4,1,3,4,4,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Technical Degree
No,42,10124,2,24,20,8,9,13,2,3,3,4,3,1,Healthcare Representative,Yes,Travel_Frequently,Research & Development,Married,Life Sciences
No,40,5473,9,9,8,4,1,7,0,2,3,1,3,0,Sales Executive,No,Travel_Rarely,Sales,Married,Medical
No,33,5207,28,15,15,14,7,5,1,2,3,3,3,1,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
No,40,16437,6,21,21,7,7,7,1,4,3,4,4,0,Manager,Yes,Travel_Rarely,Human Resources,Single,Medical
No,24,2296,21,2,1,1,0,0,0,1,2,1,3,3,Laboratory Technician,No,Travel_Rarely,Research & Development,Divorced,Technical Degree
No,40,4069,8,8,2,2,2,2,3,2,3,4,3,0,Healthcare Representative,Yes,Non-Travel,Research & Development,Divorced,Life Sciences
No,45,7441,1,10,10,8,7,7,1,3,3,2,3,3,Healthcare Representative,No,Travel_Rarely,Research & Development,Divorced,Technical Degree
No,35,2430,28,6,5,3,2,4,0,1,2,3,4,2,Sales Representative,No,Travel_Rarely,Sales,Married,Life Sciences
No,32,5878,5,12,7,1,5,2,3,2,2,2,3,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,36,2644,2,7,3,2,2,1,3,1,3,4,4,0,Sales Representative,Yes,Travel_Rarely,Sales,Single,Life Sciences
No,48,6439,16,18,8,7,7,7,8,2,3,3,3,1,Sales Executive,No,Travel_Rarely,Sales,Divorced,Life Sciences
No,29,2451,9,5,1,0,0,0,6,1,4,3,3,2,Research Scientist,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,33,6392,8,8,2,2,2,2,2,2,3,1,3,1,Sales Executive,No,Travel_Rarely,Sales,Married,Life Sciences
Yes,30,9714,1,10,10,8,7,6,1,2,2,1,3,1,Sales Executive,No,Travel_Rarely,Sales,Married,Life Sciences
No,38,6077,10,10,6,3,2,1,3,2,3,3,3,0,Human Resources,No,Travel_Frequently,Human Resources,Married,Human Resources
No,35,2450,1,3,3,0,2,1,1,1,2,1,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Single,Medical
No,30,9250,29,9,4,2,3,1,3,3,3,2,3,1,Sales Executive,No,Travel_Rarely,Sales,Married,Technical Degree
Yes,35,2074,2,1,1,0,0,0,1,1,3,1,3,1,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Divorced,Life Sciences
Yes,53,10169,2,34,33,7,9,1,0,3,2,4,3,1,Manufacturing Director,No,Travel_Rarely,Research & Development,Married,Technical Degree
Yes,38,4855,2,7,5,2,4,1,4,2,3,2,3,2,Manufacturing Director,No,Travel_Rarely,Research & Development,Married,Medical
No,32,4087,1,9,6,5,2,1,4,2,3,1,3,1,Research Scientist,No,Non-Travel,Research & Development,Married,Technical Degree
No,48,2367,15,10,8,2,6,7,8,1,3,1,3,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Other
No,34,2972,7,1,1,0,0,0,1,1,3,4,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Medical
No,55,19586,26,36,36,6,13,2,1,5,2,4,4,1,Manager,No,Travel_Rarely,Sales,Married,Marketing
No,34,5484,1,9,2,2,1,2,9,2,3,4,3,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,26,2061,3,1,1,0,0,0,1,1,3,4,4,0,Research Scientist,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,38,9924,14,10,9,8,7,7,0,2,3,2,3,1,Sales Executive,No,Travel_Rarely,Sales,Married,Life Sciences
No,38,4198,16,8,3,2,2,1,2,2,3,2,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Life Sciences
No,36,6815,1,15,1,0,0,0,6,2,3,3,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Life Sciences
No,29,4723,3,10,10,9,5,1,1,1,3,1,3,0,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Single,Medical
No,35,6142,10,10,5,2,4,0,3,2,3,3,3,0,Healthcare Representative,Yes,Travel_Rarely,Research & Development,Single,Medical
No,39,8237,6,11,7,6,6,7,2,3,4,3,3,1,Sales Executive,No,Travel_Rarely,Sales,Married,Medical
No,29,8853,2,6,6,4,3,1,1,2,3,4,3,1,Healthcare Representative,No,Travel_Frequently,Research & Development,Divorced,Life Sciences
No,50,19331,9,27,1,0,0,0,4,5,3,3,3,1,Manager,Yes,Travel_Rarely,Sales,Married,Marketing
No,23,2073,10,4,2,2,2,2,2,1,4,3,3,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Technical Degree
No,36,5562,6,9,3,2,2,0,3,2,4,1,3,1,Laboratory Technician,Yes,Travel_Frequently,Research & Development,Married,Life Sciences
No,42,19613,9,24,1,0,1,0,8,5,2,4,4,0,Manager,No,Travel_Rarely,Research & Development,Single,Other
No,35,3407,28,10,10,9,8,6,1,2,4,3,3,2,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,34,5063,10,8,8,2,7,7,1,2,2,3,3,1,Healthcare Representative,No,Travel_Frequently,Research & Development,Married,Technical Degree
No,40,4639,14,5,5,4,2,1,1,2,3,1,3,1,Sales Executive,No,Travel_Rarely,Sales,Married,Life Sciences
No,43,4876,27,8,6,4,2,0,5,1,4,2,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Divorced,Technical Degree
No,35,2690,7,1,1,0,1,0,1,1,2,4,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,46,17567,1,27,26,0,12,0,1,4,4,1,3,0,Manager,No,Travel_Rarely,Sales,Single,Life Sciences
Yes,28,2408,24,1,1,1,0,0,1,1,3,2,3,3,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Married,Medical
No,22,2814,26,4,4,2,3,1,1,1,2,3,3,0,Research Scientist,Yes,Non-Travel,Research & Development,Married,Other
No,50,11245,20,32,30,8,13,12,2,4,3,3,3,1,Healthcare Representative,Yes,Travel_Frequently,Research & Development,Married,Medical
No,32,3312,5,6,3,2,2,0,3,1,4,4,3,2,Research Scientist,No,Travel_Rarely,Research & Development,Married,Other
No,44,19049,7,23,22,7,10,1,0,5,3,4,3,1,Research Director,Yes,Travel_Rarely,Research & Development,Divorced,Medical
No,30,2141,7,6,6,4,1,1,1,1,2,2,3,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Medical
No,45,5769,5,10,10,7,4,1,1,2,1,1,3,0,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Single,Medical
No,45,4385,26,10,10,7,5,4,1,2,2,1,3,1,Sales Executive,No,Non-Travel,Sales,Married,Marketing
No,31,5332,2,10,5,2,3,0,7,2,3,1,3,0,Sales Executive,No,Travel_Frequently,Sales,Single,Other
No,36,4663,12,7,3,2,1,1,9,2,3,3,3,2,Manufacturing Director,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
No,34,4724,10,9,9,7,2,7,1,2,4,4,3,1,Manufacturing Director,No,Travel_Frequently,Research & Development,Divorced,Life Sciences
No,49,3211,25,10,9,6,4,1,1,1,3,1,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,39,5377,10,10,7,7,7,7,2,2,3,1,3,3,Manufacturing Director,No,Travel_Rarely,Research & Development,Married,Medical
No,27,4066,19,7,7,7,7,0,1,1,2,1,3,2,Laboratory Technician,No,Travel_Rarely,Research & Development,Divorced,Other
No,35,5208,18,16,16,15,10,1,1,2,4,1,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,28,4877,27,6,5,3,0,0,0,2,1,1,4,1,Manufacturing Director,No,Travel_Rarely,Research & Development,Divorced,Medical
No,21,3117,5,3,2,2,2,2,1,1,3,4,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Medical
Yes,18,1569,3,0,0,0,0,0,1,1,3,4,3,0,Sales Representative,Yes,Travel_Frequently,Sales,Single,Medical
No,47,19658,26,27,5,2,0,1,3,5,3,3,3,1,Manager,No,Travel_Rarely,Human Resources,Married,Life Sciences
No,39,3069,3,11,10,8,7,0,0,2,2,3,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Divorced,Medical
No,40,10435,15,18,18,15,12,14,1,3,2,3,3,2,Manufacturing Director,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,35,4148,8,15,14,11,9,2,1,2,3,3,3,1,Healthcare Representative,No,Non-Travel,Research & Development,Married,Life Sciences
No,37,5768,19,9,4,3,2,0,3,2,3,3,3,3,Manufacturing Director,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,39,5042,4,10,9,2,8,3,0,2,3,3,3,0,Manufacturing Director,No,Travel_Frequently,Research & Development,Single,Medical
No,45,5770,2,10,10,7,9,3,1,2,2,4,3,2,Manufacturing Director,No,Travel_Rarely,Research & Development,Divorced,Other
No,38,7756,2,10,5,4,2,0,3,3,2,3,3,1,Manufacturing Director,Yes,Travel_Rarely,Research & Development,Married,Medical
Yes,35,10306,10,15,13,12,0,6,9,3,2,1,3,0,Sales Executive,No,Travel_Rarely,Sales,Married,Medical
No,37,3936,10,8,8,4,7,7,1,1,3,2,3,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Medical
No,40,7945,16,18,4,2,3,3,6,3,3,4,3,0,Manufacturing Director,Yes,Travel_Rarely,Research & Development,Single,Life Sciences
No,44,5743,1,14,10,7,2,0,4,2,3,4,3,0,Human Resources,Yes,Travel_Frequently,Human Resources,Married,Human Resources
No,48,15202,4,23,2,2,2,2,2,4,2,4,4,1,Manager,No,Travel_Frequently,Research & Development,Married,Medical
Yes,35,5440,15,7,2,2,2,2,6,2,1,4,3,2,Sales Executive,Yes,Travel_Rarely,Sales,Divorced,Medical
No,24,3760,2,6,6,3,3,1,1,1,3,4,3,0,Research Scientist,Yes,Travel_Frequently,Research & Development,Single,Technical Degree
No,27,3517,8,5,3,2,2,0,7,1,4,3,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Married,Medical
No,27,2580,2,6,4,2,2,1,2,1,3,4,3,0,Research Scientist,No,Travel_Frequently,Research & Development,Single,Medical
Yes,40,2166,7,10,4,2,3,0,3,1,3,1,3,0,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Single,Life Sciences
No,29,5869,10,8,5,2,4,1,9,2,2,3,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Medical
No,36,8008,5,9,3,2,2,0,4,3,3,1,3,2,Healthcare Representative,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,25,5206,2,7,7,7,7,0,1,2,4,3,3,2,Manufacturing Director,No,Travel_Frequently,Research & Development,Divorced,Life Sciences
No,39,5295,12,7,5,4,0,1,4,2,3,2,4,0,Manufacturing Director,No,Travel_Rarely,Research & Development,Married,Medical
No,49,16413,22,27,4,2,2,1,3,4,3,2,3,2,Research Director,No,Travel_Rarely,Research & Development,Married,Other
No,50,13269,17,19,14,11,11,1,5,3,2,1,3,3,Research Director,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,20,2783,2,2,2,2,2,2,1,1,3,3,3,0,Sales Representative,No,Travel_Rarely,Sales,Single,Medical
No,34,5433,3,11,11,8,9,7,1,2,3,2,3,1,Research Scientist,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,36,2013,7,15,4,3,3,1,2,1,3,2,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,49,13966,6,30,15,11,12,2,2,4,2,3,3,1,Healthcare Representative,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
No,36,4374,1,4,3,2,2,1,0,2,2,3,3,0,Manufacturing Director,No,Non-Travel,Research & Development,Married,Medical
No,36,6842,3,13,5,4,4,0,6,2,4,1,4,1,Healthcare Representative,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,54,17426,22,36,10,8,7,4,3,4,3,3,4,1,Manager,No,Travel_Rarely,Research & Development,Married,Medical
No,43,17603,15,14,14,10,11,6,1,4,2,3,4,1,Research Director,No,Travel_Rarely,Research & Development,Married,Life Sciences
Yes,35,4581,12,13,11,9,7,6,3,2,3,4,4,0,Sales Executive,Yes,Travel_Frequently,Sales,Single,Other
No,38,4735,1,19,13,11,9,2,7,2,3,4,3,2,Research Scientist,No,Travel_Frequently,Research & Development,Married,Life Sciences
No,29,4187,5,10,10,0,9,0,1,2,2,2,3,1,Sales Executive,Yes,Travel_Rarely,Sales,Divorced,Medical
No,33,5505,2,6,6,2,4,0,1,2,3,4,3,2,Sales Executive,No,Travel_Rarely,Sales,Divorced,Medical
No,32,5470,2,10,9,5,6,1,0,2,3,2,3,2,Research Scientist,No,Travel_Rarely,Research & Development,Divorced,Medical
No,31,5476,5,10,10,0,2,0,1,2,3,4,3,2,Sales Executive,No,Travel_Rarely,Sales,Married,Life Sciences
No,49,2587,16,17,2,2,2,2,4,1,3,1,3,1,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Divorced,Medical
No,38,2440,2,4,4,3,3,3,1,1,2,2,4,0,Laboratory Technician,No,Travel_Frequently,Research & Development,Single,Medical
No,47,15972,2,29,3,2,2,1,6,4,4,2,3,3,Manager,No,Travel_Rarely,Sales,Divorced,Life Sciences
No,49,15379,1,23,8,7,0,0,4,4,3,3,3,0,Manager,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,41,7082,23,21,2,0,2,0,3,3,3,3,3,0,Sales Executive,Yes,Travel_Rarely,Sales,Single,Life Sciences
No,20,2728,9,2,2,2,2,0,1,1,3,1,3,0,Sales Representative,No,Travel_Rarely,Sales,Single,Life Sciences
No,33,5368,16,7,6,5,2,1,1,2,3,4,4,1,Sales Executive,Yes,Non-Travel,Sales,Divorced,Life Sciences
No,36,5347,26,10,3,2,2,0,6,2,3,3,3,2,Healthcare Representative,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,44,3195,1,8,2,2,2,2,4,1,3,4,3,3,Human Resources,Yes,Travel_Rarely,Human Resources,Divorced,Life Sciences
Yes,23,3989,8,5,5,4,2,1,1,1,2,3,3,0,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Single,Medical
No,38,3306,4,7,0,0,0,0,7,1,3,3,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Medical
No,53,7005,24,11,4,3,2,1,3,3,4,4,3,0,Healthcare Representative,No,Travel_Rarely,Research & Development,Married,Medical
Yes,48,2655,7,19,9,7,7,7,2,1,3,3,3,2,Sales Representative,Yes,Travel_Frequently,Sales,Married,Medical
Yes,32,1393,2,1,1,0,0,0,1,1,3,2,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,26,2570,7,7,7,7,7,5,1,1,3,4,4,0,Laboratory Technician,No,Non-Travel,Research & Development,Single,Medical
No,55,3537,22,8,4,2,2,1,5,1,2,2,3,1,Research Scientist,No,Travel_Rarely,Research & Development,Divorced,Technical Degree
No,34,3986,5,15,15,10,13,4,1,2,2,4,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Medical
No,60,10883,1,19,1,0,0,0,3,3,1,4,4,1,Healthcare Representative,No,Travel_Rarely,Research & Development,Divorced,Medical
No,33,2028,21,14,14,11,13,2,1,1,4,2,3,3,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Medical
No,37,9525,1,6,6,3,3,1,1,2,1,4,3,2,Sales Executive,No,Travel_Frequently,Sales,Divorced,Medical
No,34,2929,19,10,10,9,7,8,1,1,2,4,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Married,Life Sciences
Yes,23,2275,7,3,3,2,2,0,1,1,3,4,4,1,Sales Representative,Yes,Travel_Rarely,Sales,Divorced,Life Sciences
No,44,7879,2,9,8,7,7,6,1,3,4,4,3,1,Healthcare Representative,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
No,35,4930,2,6,5,4,4,1,0,1,2,4,3,0,Research Scientist,Yes,Travel_Frequently,Research & Development,Single,Medical
No,43,7847,2,10,10,9,8,8,1,2,3,4,3,1,Sales Executive,Yes,Travel_Rarely,Sales,Married,Medical
No,24,4401,9,5,5,3,4,0,1,1,4,3,3,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Medical
No,41,9241,6,10,10,8,7,8,1,3,3,3,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Marketing
No,29,2974,9,9,5,3,2,1,9,1,3,3,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Medical
No,36,4502,2,17,13,7,7,6,3,2,3,4,3,0,Sales Representative,No,Travel_Rarely,Sales,Single,Life Sciences
No,45,10748,1,25,23,15,4,14,3,3,2,3,4,1,Healthcare Representative,No,Non-Travel,Research & Development,Married,Life Sciences
Yes,24,1555,22,1,1,0,0,0,1,1,1,3,3,1,Human Resources,No,Travel_Rarely,Human Resources,Married,Human Resources
Yes,47,12936,9,25,23,5,10,14,7,4,1,3,3,0,Sales Executive,No,Travel_Frequently,Sales,Married,Life Sciences
No,26,2305,17,3,3,2,2,0,1,1,1,3,3,3,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Medical
No,45,16704,28,21,21,6,6,8,1,4,2,2,3,0,Research Director,No,Travel_Rarely,Research & Development,Single,Technical Degree
No,32,3433,10,10,5,2,3,1,6,1,3,3,3,1,Research Scientist,No,Travel_Frequently,Research & Development,Married,Life Sciences
No,31,3477,2,6,5,2,3,0,1,1,3,3,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,41,6430,4,10,3,2,2,1,6,2,1,2,3,1,Human Resources,No,Non-Travel,Human Resources,Married,Human Resources
No,40,6516,8,18,1,0,0,0,2,2,3,1,3,1,Manufacturing Director,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
No,24,3907,29,6,6,2,2,1,1,1,3,1,3,3,Laboratory Technician,No,Travel_Rarely,Research & Development,Divorced,Medical
No,46,5562,13,19,10,7,9,0,6,2,3,2,3,0,Healthcare Representative,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,35,6883,27,17,7,7,7,0,2,2,3,3,3,1,Manufacturing Director,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,30,2862,16,10,10,0,8,0,1,1,3,4,3,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,47,4978,2,4,1,0,0,0,7,2,3,2,3,1,Sales Executive,No,Non-Travel,Sales,Married,Marketing
No,46,10368,2,13,10,6,3,0,4,3,3,4,3,1,Sales Executive,Yes,Travel_Rarely,Sales,Divorced,Life Sciences
Yes,36,6134,13,16,2,2,2,2,5,2,2,1,3,3,Sales Executive,Yes,Travel_Rarely,Sales,Divorced,Marketing
Yes,32,6735,1,10,0,0,0,0,6,2,1,2,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Life Sciences
No,23,3295,4,3,3,2,2,1,1,1,3,2,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Single,Medical
No,31,5238,24,9,5,4,4,1,2,2,3,4,4,0,Manufacturing Director,No,Travel_Frequently,Research & Development,Single,Technical Degree
No,39,6472,1,9,9,8,8,5,1,2,3,4,3,1,Laboratory Technician,Yes,Non-Travel,Research & Development,Married,Life Sciences
No,32,9610,19,10,4,3,2,0,3,3,1,3,3,1,Sales Executive,No,Travel_Rarely,Sales,Married,Life Sciences
No,40,19833,7,21,21,8,8,12,1,5,3,2,3,0,Manager,No,Travel_Rarely,Sales,Single,Medical
No,45,9756,4,9,5,0,3,0,4,3,1,3,4,2,Human Resources,No,Travel_Rarely,Human Resources,Married,Life Sciences
No,30,4968,2,10,9,7,7,0,0,1,2,1,3,0,Research Scientist,No,Travel_Frequently,Research & Development,Single,Technical Degree
No,24,2145,10,3,2,2,1,2,0,1,3,4,3,1,Human Resources,No,Travel_Frequently,Human Resources,Married,Medical
Yes,30,2180,8,6,4,2,2,1,6,1,2,4,3,1,Human Resources,No,Travel_Frequently,Human Resources,Divorced,Human Resources
No,31,8346,5,6,5,2,2,0,1,2,3,3,3,1,Sales Executive,No,Travel_Rarely,Sales,Married,Technical Degree
No,27,3445,8,6,6,2,4,1,1,1,3,4,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Medical
Yes,29,2760,9,2,2,2,2,2,1,1,1,2,3,0,Sales Representative,No,Travel_Rarely,Sales,Single,Marketing
No,29,6294,1,10,3,2,2,0,8,2,4,3,3,0,Healthcare Representative,Yes,Travel_Frequently,Research & Development,Single,Life Sciences
No,30,7140,15,12,7,7,7,1,2,3,2,1,3,1,Sales Executive,No,Travel_Rarely,Sales,Divorced,Marketing
No,34,2932,2,6,5,0,2,1,0,1,4,4,3,3,Research Scientist,Yes,Travel_Rarely,Research & Development,Married,Medical
No,33,5147,2,13,11,7,7,1,8,2,3,2,3,0,Sales Executive,No,Non-Travel,Sales,Single,Marketing
No,49,4507,11,8,5,1,4,0,3,2,3,4,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Marketing
Yes,33,8564,16,11,0,0,0,0,2,3,3,1,4,0,Sales Executive,Yes,Travel_Rarely,Sales,Single,Life Sciences
No,38,2468,2,9,6,1,5,0,4,1,2,2,3,1,Laboratory Technician,No,Travel_Frequently,Research & Development,Married,Medical
Yes,31,8161,16,10,1,0,0,0,2,3,3,3,3,3,Sales Executive,No,Travel_Rarely,Sales,Married,Marketing
No,29,2109,4,1,1,0,0,0,1,1,2,1,3,1,Research Scientist,No,Travel_Rarely,Research & Development,Divorced,Technical Degree
No,30,5294,16,10,7,0,7,1,3,2,4,3,3,1,Healthcare Representative,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,32,2718,5,12,7,7,7,0,2,1,3,2,3,0,Research Scientist,No,Non-Travel,Research & Development,Single,Technical Degree
No,38,5811,18,15,1,0,0,1,3,2,1,4,3,1,Healthcare Representative,Yes,Travel_Rarely,Research & Development,Married,Medical
Yes,43,2437,17,6,1,0,0,0,9,1,2,3,3,1,Research Scientist,Yes,Travel_Frequently,Research & Development,Married,Technical Degree
No,42,2766,12,7,5,3,4,0,8,1,3,2,4,3,Laboratory Technician,No,Travel_Rarely,Research & Development,Divorced,Medical
No,55,19038,2,34,1,0,0,0,8,5,2,1,3,3,Research Director,No,Travel_Rarely,Research & Development,Married,Medical
No,33,3055,4,11,9,8,7,1,5,2,3,2,3,2,Research Scientist,No,Non-Travel,Research & Development,Divorced,Technical Degree
No,41,2289,9,5,5,3,4,0,1,1,3,1,4,2,Laboratory Technician,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,34,4001,10,15,15,14,7,0,1,2,3,3,3,1,Sales Executive,Yes,Non-Travel,Sales,Divorced,Life Sciences
No,53,12965,1,27,3,2,2,0,4,4,2,3,4,3,Manufacturing Director,Yes,Non-Travel,Research & Development,Married,Medical
No,43,3539,2,10,9,7,8,1,0,1,3,4,3,0,Human Resources,No,Travel_Rarely,Human Resources,Single,Life Sciences
No,34,6029,3,6,2,2,2,2,5,2,1,4,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Life Sciences
Yes,21,2679,7,1,1,0,0,1,1,1,3,2,3,0,Sales Representative,No,Travel_Rarely,Sales,Single,Marketing
No,38,3702,6,5,5,4,4,0,1,1,2,3,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Other
Yes,22,2398,8,1,1,0,0,0,1,1,3,1,3,0,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Married,Medical
No,31,5468,29,13,12,7,7,5,1,2,2,4,3,2,Sales Executive,No,Travel_Rarely,Sales,Married,Marketing
No,51,13116,3,15,2,2,2,2,2,3,3,3,3,0,Manager,No,Travel_Rarely,Research & Development,Married,Technical Degree
No,37,4189,9,5,5,2,3,0,1,2,2,2,3,2,Sales Executive,No,Travel_Rarely,Sales,Married,Marketing
No,46,19328,2,24,2,1,2,2,7,5,3,4,3,1,Research Director,Yes,Travel_Rarely,Research & Development,Divorced,Medical
No,36,8321,10,15,12,8,7,5,7,3,3,1,3,1,Healthcare Representative,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
Yes,44,2342,1,6,5,3,3,2,1,1,3,2,3,3,Research Scientist,Yes,Travel_Frequently,Research & Development,Divorced,Medical
No,37,4071,8,19,10,0,7,4,2,2,3,2,3,0,Human Resources,No,Travel_Rarely,Human Resources,Divorced,Other
Yes,35,5813,27,10,10,7,7,7,1,2,3,4,3,0,Sales Executive,Yes,Travel_Rarely,Sales,Single,Life Sciences
